scenario,method,SHD_mean,SHD_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Dir_F1_mean,Dir_F1_std,Dir_Prec_mean,Dir_Prec_std,Dir_Rec_mean,Dir_Rec_std,n_oriented_mean,n_oriented_std,Comm_mean,Comm_std,Runtime_mean,Runtime_std
p20_tau0.5,centralized,21.45,5.625611077918558,0.7165362293925032,0.06116925096639128,0.6868656165306117,0.05893232170828603,0.7514504575002332,0.07611072229178771,0.37365734743689244,0.1172820617964488,0.7363433672145273,0.1333356102893774,0.2615853804722291,0.10875604811750593,12.5,4.2130748865881795,0.0,0.0,22.770867705345154,12.584655082789057
p20_tau0.5,local,20.720000000000002,4.805163888984433,0.6940817997711954,0.05580773597603751,0.7451453643263284,0.04734695022854152,0.6537623162450893,0.07471275389907185,0.35876570110719375,0.07830005337783749,0.0,0.0,0.0,0.0,0.0,0.0,314.5625,17.50569103891646,4.910073900222779,1.6836468932733137
p20_tau0.5,naive,19.25,5.494315243958978,0.710752130747014,0.06370689521708343,0.7856194829101406,0.07283814436341077,0.653153666583431,0.07631226166168456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5625,17.50569103891646,0.000524890422821045,0.00012835942331325786
p20_tau0.5,fedpc_consensus,19.25,5.494315243958978,0.710752130747014,0.06370689521708343,0.7856194829101406,0.07283814436341077,0.653153666583431,0.07631226166168456,0.29355405195645284,0.08488299811036856,0.4597701641915001,0.13501094620143853,0.21896348415888997,0.06778962590647246,17.3,4.313930922024599,314.5625,17.50569103891646,0.0030551791191101075,0.0006887227924027276
p20_tau0.5,fedpc_oracle,19.25,5.494315243958978,0.710752130747014,0.06370689521708343,0.7856194829101406,0.07283814436341077,0.653153666583431,0.07631226166168456,0.29355405195645284,0.08488299811036856,0.4597701641915001,0.13501094620143853,0.21896348415888997,0.06778962590647246,17.3,4.313930922024599,314.5625,17.50569103891646,0.003011786937713623,0.0007393255469635546
p20_ell1,centralized,40.05,13.021040665015988,0.6182576220522349,0.07930736311042835,0.48932597631301855,0.08731332831616478,0.853293500194997,0.06666117474083527,0.36470887044510525,0.12590678979768719,0.5420804937577709,0.12225842584113977,0.2934882179736382,0.1310732354167184,19.95,8.363462201743964,0.0,0.0,2.153364157676697,0.6294263388532587
p20_ell1,local,33.769999999999996,10.409279513972136,0.6215241293057406,0.08342936215915424,0.5424987497808063,0.09563613361986179,0.7371747580187963,0.08115660921082699,0.3021412426312569,0.11302561817766113,0.0,0.0,0.0,0.0,0.0,0.0,278.15625,29.70458390025856,4.261295020580292,1.2476255852662048
p20_ell1,naive,32.25,11.414354997107809,0.6322401400660561,0.09985090280612734,0.5622577038933927,0.11431270186819946,0.7319970198323932,0.09495285706338612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.15625,29.70458390025856,0.0010800361633300781,0.0010391246385199127
p20_ell1,fedpc_consensus,32.25,11.414354997107809,0.6322401400660561,0.09985090280612734,0.5622577038933927,0.11431270186819946,0.7319970198323932,0.09495285706338612,0.2833705130573862,0.09042565186840505,0.40426417059349423,0.10703003463561614,0.22456499904080912,0.08379333641562271,20.05,4.964624859946621,278.15625,29.70458390025856,0.00391916036605835,0.0013624464931984038
p20_ell1,fedpc_oracle,32.25,11.414354997107809,0.6322401400660561,0.09985090280612734,0.5622577038933927,0.11431270186819946,0.7319970198323932,0.09495285706338612,0.2833705130573862,0.09042565186840505,0.40426417059349423,0.10703003463561614,0.22456499904080912,0.08379333641562271,20.05,4.964624859946621,278.15625,29.70458390025856,0.0037577033042907717,0.0016386593782003963
